gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
Male,0,No,No,68,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,83.23,5659.64,Yes
Male,1,Yes,Yes,2,Yes,No,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,Yes,Mailed check,95.91,191.82,Yes
Male,0,Yes,Yes,37,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Two year,Yes,Electronic check,115.9,4288.3,Yes
Female,1,No,No,0,Yes,No phone service,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,111.34,0.0,No
Male,1,Yes,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,Two year,Yes,Mailed check,48.66,340.62,No
Male,0,No,No,12,Yes,Yes,DSL,No internet service,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,49.89,598.68,Yes
Female,0,Yes,No,69,Yes,Yes,DSL,No,No,No,No,Yes,No internet service,One year,Yes,Electronic check,28.64,1976.16,No
Male,0,No,No,49,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,57.54,2819.46,Yes
Female,0,Yes,No,7,Yes,No,DSL,No,No,No,No,Yes,No internet service,Month-to-month,Yes,Mailed check,97.44,682.08,Yes
Female,0,No,No,29,Yes,Yes,No,No,No internet service,Yes,No,No,Yes,One year,Yes,Bank transfer,45.84,1329.36,No
Female,0,Yes,Yes,39,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,Yes,Mailed check,102.8,4009.2,No
Male,0,No,No,32,Yes,No,Fiber optic,No,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Bank transfer,77.32,2474.24,Yes
Male,0,Yes,No,51,Yes,No phone service,Fiber optic,No,No,No,No,No internet service,No,Month-to-month,No,Credit card,56.02,2857.02,Yes
Male,1,No,No,32,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,61.82,1978.24,Yes
Male,0,No,Yes,36,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,97.1,3495.6,Yes
Male,0,Yes,No,69,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No,Month-to-month,Yes,Mailed check,51.62,3561.78,Yes
Male,0,Yes,No,68,Yes,No phone service,Fiber optic,Yes,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,91.66,6232.88,Yes
Male,1,Yes,No,3,Yes,No,Fiber optic,No,No,No internet service,No internet service,No,No,One year,Yes,Mailed check,61.7,185.1,No
Female,0,Yes,Yes,59,Yes,No,Fiber optic,No internet service,No,No,No,No,No,Two year,No,Credit card,101.58,5993.22,Yes
Male,0,Yes,No,30,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,Two year,Yes,Bank transfer,41.17,1235.1,No
Female,0,Yes,Yes,13,Yes,No,DSL,No,No,No,Yes,Yes,Yes,One year,Yes,Mailed check,50.87,661.31,No
Male,0,Yes,No,59,No,Yes,DSL,Yes,No internet service,No,No,No,No,One year,No,Mailed check,69.75,4115.25,No
Male,0,No,No,67,Yes,No,DSL,No internet service,No,Yes,Yes,No internet service,No,Month-to-month,No,Mailed check,94.89,6357.63,Yes
Male,1,No,No,25,No,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,Month-to-month,No,Bank transfer,35.76,894.0,Yes
Female,0,Yes,No,23,Yes,No,No,No,Yes,No,No,Yes,No,Month-to-month,No,Mailed check,110.33,2537.59,Yes
Female,0,No,No,55,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,No,Month-to-month,No,Electronic check,21.78,1197.9,Yes
Female,1,No,No,8,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,22.64,181.12,Yes
Female,0,Yes,Yes,34,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,64.9,2206.6,Yes
Male,0,Yes,No,23,Yes,No,DSL,Yes,No,Yes,No,No internet service,No,Month-to-month,Yes,Mailed check,102.87,2366.01,Yes
Female,1,Yes,No,30,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,33.17,995.1,Yes
Male,0,No,Yes,65,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,68.54,4455.1,Yes
Male,0,No,No,65,Yes,Yes,No,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,62.89,4087.85,Yes
Female,0,Yes,Yes,40,Yes,No,DSL,Yes,No,No,Yes,No,No,One year,No,Credit card,94.48,3779.2,No
Female,0,No,Yes,35,Yes,Yes,Fiber optic,Yes,No,Yes,No internet service,Yes,Yes,Two year,No,Electronic check,41.38,1448.3,No
Female,0,Yes,No,33,Yes,No phone service,Fiber optic,No internet service,No,No,No,No,No,Month-to-month,No,Bank transfer,79.4,2620.2,Yes
Female,0,Yes,No,38,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Two year,No,Electronic check,111.96,4254.48,Yes
Female,0,No,No,22,No,No,Fiber optic,No internet service,No,No,No,No,No,One year,Yes,Credit card,25.52,561.44,No
Female,1,No,No,43,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,Yes,Mailed check,108.45,4663.35,Yes
Female,0,Yes,No,69,Yes,No,DSL,No internet service,No,No,No,No internet service,Yes,Month-to-month,No,Credit card,40.89,2821.41,Yes
Female,1,Yes,Yes,57,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,One year,No,Mailed check,28.25,1610.25,No
Male,0,No,Yes,58,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,Yes,One year,No,Electronic check,51.92,3011.36,No
Female,0,No,No,25,Yes,No,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,71.02,1775.5,Yes
Female,0,No,No,21,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,No,Mailed check,55.71,1169.91,No
Male,0,Yes,No,39,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,33.26,1297.14,Yes
Female,0,Yes,No,10,Yes,No,No,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,67.67,676.7,Yes
Male,1,Yes,Yes,8,No,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Mailed check,20.2,161.6,Yes
Male,0,Yes,No,11,Yes,Yes,Fiber optic,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Mailed check,20.95,230.45,Yes
Female,0,No,No,25,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No,One year,Yes,Credit card,103.13,2578.25,Yes
Male,0,Yes,No,37,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,76.83,2842.71,Yes
Male,0,Yes,Yes,2,Yes,No,Fiber optic,Yes,No,No,No,No,No,One year,Yes,Electronic check,56.35,112.7,No
Male,0,Yes,No,14,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,60.29,844.06,Yes
Male,0,Yes,Yes,46,Yes,Yes,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,65.62,3018.52,Yes
Female,0,No,No,4,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,43.58,174.32,Yes
Male,0,No,Yes,53,No,No,Fiber optic,No,No,Yes,No internet service,Yes,No,One year,No,Credit card,92.69,4912.57,No
Female,0,Yes,No,23,Yes,Yes,Fiber optic,No,No,No,No,Yes,No internet service,Two year,Yes,Electronic check,50.72,1166.56,No
Male,0,No,No,10,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,77.65,776.5,Yes
Male,0,No,No,32,Yes,Yes,Fiber optic,No,Yes,Yes,No,No internet service,No,Month-to-month,No,Electronic check,33.46,1070.72,Yes
Male,1,No,No,56,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Electronic check,22.76,1274.56,Yes
Male,0,Yes,Yes,51,Yes,Yes,DSL,No internet service,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,34.93,1781.43,No
Female,0,Yes,No,63,Yes,No,DSL,No,No,No,No,No internet service,No,One year,No,Credit card,55.26,3481.38,No
Female,0,Yes,No,42,Yes,No,No,Yes,Yes,Yes,No internet service,No,No,Two year,No,Credit card,33.9,1423.8,No
Male,0,No,No,43,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,85.93,3694.99,Yes
Male,1,No,No,35,Yes,Yes,Fiber optic,No,No,No,No,No internet service,Yes,One year,Yes,Credit card,36.29,1270.15,No
Female,0,Yes,No,11,Yes,Yes,No,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,101.3,1114.3,Yes
Male,0,Yes,No,55,Yes,No,DSL,No internet service,No internet service,No,No,No internet service,No,Month-to-month,Yes,Electronic check,99.59,5477.45,Yes
Male,0,Yes,No,2,Yes,No,DSL,Yes,Yes,No,No,No,No,One year,No,Bank transfer,48.36,96.72,No
Male,0,Yes,No,49,No,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,66.58,3262.42,Yes
Female,0,No,Yes,28,Yes,No,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Bank transfer,88.31,2472.68,No
Female,0,Yes,Yes,15,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,62.43,936.45,No
Female,0,Yes,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,27.83,1085.37,Yes
Male,0,No,Yes,26,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Bank transfer,47.74,1241.24,Yes
Male,0,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Credit card,71.34,4922.46,Yes
Female,1,No,Yes,41,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Credit card,101.63,4166.83,Yes
Female,0,Yes,Yes,56,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Credit card,26.92,1507.52,Yes
Female,0,No,No,9,Yes,No,DSL,No,Yes,No,Yes,No,No,Month-to-month,No,Credit card,37.65,338.85,Yes
Female,0,Yes,No,37,Yes,Yes,DSL,Yes,No,No,No internet service,No,No,Month-to-month,No,Mailed check,113.1,4184.7,Yes
Male,1,No,No,7,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Credit card,51.81,362.67,Yes
Female,0,Yes,No,17,Yes,Yes,No,No internet service,No,No,No,No internet service,Yes,Month-to-month,Yes,Electronic check,57.75,981.75,Yes
Male,1,Yes,Yes,16,Yes,No,No,No,Yes,No internet service,No,Yes,No internet service,Month-to-month,Yes,Mailed check,86.59,1385.44,Yes
Female,0,No,Yes,57,Yes,Yes,DSL,Yes,No internet service,Yes,No,Yes,Yes,Two year,No,Electronic check,56.84,3239.88,No
Male,0,Yes,No,65,Yes,No phone service,DSL,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Credit card,43.08,2800.2,Yes
Female,0,No,No,43,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Mailed check,116.85,5024.55,Yes
Female,0,Yes,No,8,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,72.1,576.8,Yes
Female,0,Yes,No,47,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,One year,Yes,Bank transfer,57.1,2683.7,No
Female,0,No,Yes,38,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,96.15,3653.7,Yes
Male,0,No,No,5,Yes,Yes,No,Yes,Yes,No,No,Yes,No internet service,Month-to-month,No,Mailed check,30.22,151.1,Yes
Female,0,No,Yes,29,Yes,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Mailed check,110.21,3196.09,Yes
Male,0,No,No,17,Yes,No,Fiber optic,No,No internet service,No,Yes,Yes,No,Two year,Yes,Credit card,101.18,1720.06,No
Male,0,Yes,No,42,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Mailed check,57.65,2421.3,No
Male,0,No,No,32,Yes,Yes,DSL,Yes,No,Yes,No,No internet service,Yes,Month-to-month,No,Credit card,38.64,1236.48,Yes
Male,0,Yes,No,52,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,No,Credit card,105.95,5509.4,Yes
Female,0,Yes,No,55,No,No,Fiber optic,No,No,Yes,No internet service,No,Yes,One year,Yes,Mailed check,115.62,6359.1,No
Male,0,Yes,No,18,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,24.79,446.22,Yes
Male,1,Yes,No,68,Yes,Yes,DSL,No,No,Yes,Yes,No,No,One year,Yes,Bank transfer,118.74,8074.32,No
Male,0,No,No,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Two year,Yes,Mailed check,58.63,1465.75,No
Female,0,Yes,No,28,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Bank transfer,100.61,2817.08,Yes
Female,0,No,No,23,Yes,No,Fiber optic,No,No internet service,Yes,No,No,Yes,Two year,Yes,Mailed check,65.78,1512.94,No
Female,1,Yes,No,5,Yes,Yes,Fiber optic,No internet service,No internet service,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,72.18,360.9,Yes
Female,0,Yes,Yes,53,Yes,Yes,Fiber optic,No,No,No,No internet service,No,No,Month-to-month,Yes,Credit card,73.59,3900.27,Yes
Male,0,Yes,No,38,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,No,Bank transfer,116.34,4420.92,Yes
Male,1,No,No,3,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Credit card,82.98,248.94,Yes
Female,0,Yes,No,57,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No internet service,Yes,Month-to-month,Yes,Credit card,49.61,2827.77,Yes
Male,0,No,No,47,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,Yes,Month-to-month,Yes,Electronic check,82.66,3885.02,Yes
Male,0,Yes,Yes,59,Yes,Yes,DSL,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,29.03,1712.77,Yes
Male,0,Yes,Yes,25,Yes,No,Fiber optic,No internet service,Yes,No,Yes,No,No internet service,Month-to-month,Yes,Electronic check,53.13,1328.25,Yes
Female,0,No,No,39,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,One year,Yes,Electronic check,37.38,1457.82,No
Female,0,No,Yes,55,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,No,Bank transfer,80.6,4433.0,Yes
Male,0,Yes,Yes,38,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,No,Credit card,73.18,2780.84,Yes
Female,1,No,Yes,38,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Mailed check,92.47,3513.86,No
Female,0,No,Yes,47,Yes,Yes,DSL,No internet service,Yes,No,No,No,No,Two year,Yes,Electronic check,53.86,2531.42,No
Female,0,No,No,24,Yes,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,118.54,2844.96,Yes
Female,0,No,No,33,No,No,DSL,No internet service,No,No,No,No,No,One year,No,Mailed check,52.0,1716.0,No
Female,0,No,No,20,Yes,No,DSL,No,No,No internet service,No,No,No,One year,No,Mailed check,25.23,504.6,No
Male,0,Yes,No,24,Yes,Yes,DSL,No internet service,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,47.04,1128.96,Yes
Female,0,No,Yes,21,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Two year,Yes,Bank transfer,82.39,1730.19,Yes
Male,0,Yes,Yes,22,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,96.03,2112.66,Yes
Male,0,No,No,24,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,44.19,1060.56,No
Female,0,Yes,No,25,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,No,Bank transfer,98.0,2450.0,Yes
Male,0,Yes,Yes,29,Yes,No,DSL,Yes,Yes,No,No,No,No internet service,Month-to-month,No,Bank transfer,53.61,1554.69,Yes
Male,0,No,No,37,No,No phone service,DSL,Yes,No,Yes,No,No internet service,No,One year,No,Mailed check,36.41,1347.17,No
Male,0,Yes,No,33,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,Two year,Yes,Credit card,34.04,1123.32,No
Female,0,Yes,No,14,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,No,Bank transfer,101.82,1425.48,Yes
Female,1,No,Yes,43,Yes,Yes,DSL,Yes,No,No,No,Yes,No,One year,Yes,Mailed check,43.66,1877.38,No
Male,0,No,No,9,Yes,Yes,DSL,No internet service,Yes,No,Yes,No,No,Month-to-month,Yes,Mailed check,42.0,378.0,Yes
Female,0,No,Yes,36,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,Month-to-month,No,Electronic check,108.28,3898.08,Yes
Female,0,Yes,No,6,Yes,No,Fiber optic,No,No,No,Yes,No,Yes,Two year,Yes,Electronic check,56.47,338.82,No
Female,0,No,No,31,Yes,No,DSL,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,119.03,3689.93,Yes
Female,0,Yes,No,10,Yes,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Mailed check,46.95,469.5,Yes
Male,1,Yes,Yes,47,Yes,Yes,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,No,Bank transfer,86.03,4043.41,Yes
Male,1,No,Yes,67,Yes,No,DSL,No,No,No,No,Yes,No,One year,No,Credit card,39.45,2643.15,No
Female,0,No,No,47,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Mailed check,39.25,1844.75,Yes
Female,0,Yes,No,44,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,Yes,Month-to-month,Yes,Electronic check,100.9,4439.6,Yes
Male,0,Yes,No,32,Yes,No,No,Yes,No,No internet service,No,No,No internet service,One year,Yes,Mailed check,112.58,3602.56,Yes
Male,0,Yes,No,3,Yes,No,Fiber optic,No,No,No,Yes,No internet service,No,One year,Yes,Bank transfer,109.43,328.29,No
Female,0,Yes,Yes,46,Yes,No phone service,Fiber optic,No internet service,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,103.38,4755.48,Yes
Male,0,Yes,No,52,Yes,Yes,DSL,Yes,No,No,No,No,No,Two year,No,Credit card,78.33,4073.16,No
Female,0,No,Yes,30,Yes,No phone service,Fiber optic,No,No internet service,No,No,No,Yes,Two year,No,Mailed check,31.31,939.3,No
Female,0,No,Yes,30,Yes,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,53.76,1612.8,Yes
Male,0,No,No,26,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,No,Bank transfer,48.1,1250.6,Yes
Male,1,Yes,No,47,Yes,No phone service,Fiber optic,No,No,No internet service,No,Yes,No,Month-to-month,Yes,Electronic check,45.07,2118.29,Yes
Female,0,No,No,35,Yes,Yes,DSL,No,Yes,No internet service,No,No,Yes,Month-to-month,No,Electronic check,117.32,4106.2,Yes
Female,0,Yes,No,48,Yes,No phone service,DSL,No,No internet service,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,34.95,1677.6,Yes
Male,0,Yes,No,30,Yes,No,Fiber optic,No internet service,Yes,No,No,No internet service,No,One year,Yes,Mailed check,66.92,2007.6,No
Female,1,Yes,Yes,43,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,112.62,4842.66,Yes
Male,1,No,No,58,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,No,Bank transfer,26.06,1511.48,No
Female,0,No,No,22,Yes,Yes,Fiber optic,No,No,No internet service,No,No,No,Month-to-month,No,Bank transfer,94.56,2080.32,Yes
Male,0,Yes,No,67,Yes,No phone service,DSL,No,No,No,Yes,No,No,One year,Yes,Mailed check,80.95,5423.65,No
Male,0,Yes,No,41,Yes,Yes,Fiber optic,No,No,Yes,No,No internet service,No,Two year,No,Electronic check,56.02,2296.82,No
Male,0,Yes,No,41,Yes,No,Fiber optic,No,No,No,No,No,Yes,One year,No,Bank transfer,113.82,4666.62,Yes
Female,0,No,No,12,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,One year,Yes,Credit card,53.52,642.24,No
Female,0,Yes,No,0,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Two year,No,Mailed check,38.87,0.0,No
Male,0,Yes,No,52,Yes,No,Fiber optic,No internet service,No,Yes,No internet service,No,No internet service,Two year,Yes,Credit card,92.45,4807.4,No
Female,0,No,Yes,39,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card,53.25,2076.75,Yes
Male,0,Yes,No,45,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,48.69,2191.05,No
Male,1,Yes,Yes,21,Yes,No,Fiber optic,Yes,No,No internet service,Yes,No,Yes,Two year,Yes,Mailed check,113.12,2375.52,No
Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No internet service,One year,Yes,Credit card,50.77,2589.27,No
Female,0,No,Yes,27,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,77.45,2091.15,Yes
Male,0,Yes,Yes,52,Yes,Yes,DSL,No,No,Yes,No,Yes,Yes,One year,Yes,Credit card,85.46,4443.92,Yes
Female,0,No,No,62,No,No phone service,DSL,No,No,Yes,Yes,Yes,No,One year,Yes,Credit card,68.53,4248.86,No
Female,0,No,No,16,Yes,No,No,No internet service,No,No,No,No,Yes,Month-to-month,Yes,Mailed check,51.12,817.92,Yes
Male,0,Yes,Yes,63,Yes,No,No,No,No internet service,No,No,No,No,One year,No,Credit card,74.24,4677.12,No
Male,1,Yes,Yes,5,Yes,No,Fiber optic,Yes,No,No,No,No,No,Two year,Yes,Electronic check,59.97,299.85,No
Female,0,Yes,No,13,Yes,No,No,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer,23.55,306.15,Yes
Male,0,Yes,Yes,16,Yes,No,DSL,No,Yes,No,No,No,No,Two year,No,Credit card,50.9,814.4,No
Male,0,No,No,37,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Bank transfer,78.64,2909.68,No
Female,0,No,Yes,68,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,One year,Yes,Bank transfer,21.27,1446.36,No
Male,0,Yes,Yes,12,Yes,No,DSL,Yes,No,Yes,No internet service,No,No internet service,Month-to-month,Yes,Mailed check,85.0,1020.0,Yes
Male,0,Yes,No,52,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,Yes,Electronic check,23.1,1201.2,No
Female,0,Yes,No,8,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,76.29,610.32,No
Female,0,Yes,No,43,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No internet service,Month-to-month,No,Mailed check,26.1,1122.3,Yes
Male,0,No,Yes,25,Yes,Yes,DSL,No internet service,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,104.79,2619.75,Yes
Male,0,Yes,No,18,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,111.04,1998.72,Yes
Female,0,No,No,47,Yes,Yes,Fiber optic,No,No,No internet service,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,81.44,3827.68,Yes
Female,0,Yes,Yes,29,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,One year,Yes,Bank transfer,32.65,946.85,No
Female,0,No,Yes,31,Yes,No,Fiber optic,No,No internet service,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,110.36,3421.16,Yes
Female,0,No,Yes,68,Yes,Yes,No,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,92.82,6311.76,Yes
Male,1,Yes,No,10,Yes,No,Fiber optic,No,No,No internet service,No,Yes,Yes,Two year,Yes,Mailed check,107.91,1079.1,Yes
Female,0,Yes,Yes,25,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Bank transfer,66.39,1659.75,Yes
Female,0,Yes,No,25,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,62.17,1554.25,Yes
Male,1,Yes,Yes,16,Yes,Yes,DSL,Yes,No,No,No internet service,No,Yes,Month-to-month,No,Electronic check,79.28,1268.48,Yes
Female,0,No,Yes,43,Yes,Yes,DSL,No internet service,No,No,Yes,No,No,Two year,Yes,Bank transfer,65.56,2819.08,No
Male,0,No,Yes,22,Yes,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,37.07,815.54,Yes
Female,0,No,No,24,Yes,No,DSL,No,No,No,Yes,No,Yes,Month-to-month,No,Electronic check,102.53,2460.72,Yes
Female,0,No,Yes,36,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,One year,No,Mailed check,39.05,1405.8,No
Female,0,Yes,No,64,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,One year,Yes,Bank transfer,94.64,6056.96,No
Male,0,No,No,1,Yes,Yes,DSL,No,No,No,Yes,No internet service,No,Month-to-month,No,Credit card,109.08,109.08,Yes
Male,0,No,No,31,Yes,Yes,DSL,No,No,No,No internet service,No,Yes,Month-to-month,Yes,Electronic check,72.92,2260.52,Yes
Female,0,Yes,No,54,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,Yes,Mailed check,45.3,2446.2,Yes
Male,1,Yes,No,49,Yes,Yes,DSL,No,No,No,Yes,No,Yes,One year,Yes,Credit card,22.15,1085.35,No
Male,0,Yes,No,64,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Mailed check,85.46,5469.44,Yes
Male,1,Yes,No,31,Yes,No,Fiber optic,No,No,Yes,No,No internet service,No,Month-to-month,Yes,Bank transfer,75.33,2335.23,Yes
Male,0,Yes,Yes,36,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Credit card,89.12,3208.32,No
Male,0,No,Yes,12,Yes,No,Fiber optic,Yes,No,No internet service,No,Yes,No,Month-to-month,No,Bank transfer,115.13,1381.56,Yes
Male,0,No,No,53,No,Yes,Fiber optic,No internet service,No,No,No,Yes,No,One year,Yes,Bank transfer,65.15,3452.95,No
Female,0,Yes,No,2,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,One year,No,Mailed check,87.26,174.52,Yes
Female,0,Yes,No,41,Yes,Yes,DSL,No,No,No,No,No,No,One year,No,Mailed check,34.24,1403.84,No
Male,0,No,Yes,39,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,33.96,1324.44,Yes
Female,0,No,No,65,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,No,No,Two year,Yes,Bank transfer,69.33,4506.45,No
Female,1,Yes,No,59,Yes,No,No,No,No,No,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,78.68,4642.12,Yes
